amenity,building,name,geometry,latitude,longitude
,apartments,Candeur Signature Block 1,"MULTIPOLYGON (((77.7422821 12.9294224, 77.7422352 12.9293042, 77.7418293 12.9294569, 77.7419147 12.9296724, 77.7422926 12.9295302, 77.7423954 12.929791, 77.7426974 12.9296779, 77.7425562 12.9293193, 77.7422821 12.9294224)))",12.929525988958542,77.74229666923821
,construction,Tower F,"MULTIPOLYGON (((77.7452667 12.9314433, 77.7452401 12.9315886, 77.7450641 12.9315622, 77.744977 12.9315484, 77.744748 12.9316108, 77.7447071 12.9314684, 77.7449333 12.9314067, 77.7450101 12.9314011, 77.745093 12.9314138, 77.7452667 12.9314433)))",12.93149822826743,77.74498944258991
,apartments,Tower A,"MULTIPOLYGON (((77.7459379 12.9298046, 77.7459576 12.9299768, 77.7462228 12.9299748, 77.7462228 12.9299853, 77.7463457 12.9299844, 77.7463441 12.929792, 77.7462213 12.9297929, 77.7462214 12.9298024, 77.7459379 12.9298046)))",12.929888680023447,77.7461510486562
,apartments,Tower D,"MULTIPOLYGON (((77.7457764 12.9292647, 77.7457965 12.9294374, 77.7460575 12.9294199, 77.7460582 12.9294298, 77.7461829 12.9294214, 77.7461693 12.9292284, 77.7460433 12.9292369, 77.746044 12.9292467, 77.7457764 12.9292647)))",12.929337365121054,77.74598592384548
,apartments,Tower F,"MULTIPOLYGON (((77.7457369 12.9287308, 77.7457289 12.9289059, 77.7460172 12.928895, 77.7460176 12.9289047, 77.7461427 12.9288999, 77.7461349 12.9287052, 77.7460098 12.9287099, 77.7460102 12.9287204, 77.7457369 12.9287308)))",12.928810855180233,77.74594068704276
,apartments,Tower G,"MULTIPOLYGON (((77.7455463 12.9281291, 77.7453872 12.9282095, 77.7453693 12.9281759, 77.7452997 12.9282111, 77.7453067 12.9282242, 77.7452998 12.9282276, 77.7454159 12.9284357, 77.7454501 12.9285532, 77.7456481 12.9285194, 77.7455833 12.9283082, 77.7456294 12.9282829, 77.7456806 12.9282741, 77.7455463 12.9281291)))",12.928335742701933,77.7454963288868
,apartments,Eden Bhavan,"MULTIPOLYGON (((77.5754174 13.0678765, 77.5755863 13.0678363, 77.5755606 13.0677339, 77.5753917 13.0677741, 77.5754174 13.0678765)))",13.0678052,77.57548900000002
,apartments,A-Block,"MULTIPOLYGON (((77.7153157 12.9945016, 77.7151877 12.9939149, 77.7149435 12.9939654, 77.7150714 12.9945522, 77.7153157 12.9945016)))",12.994233548875979,77.71512957745551
,apartments,B-Block,"MULTIPOLYGON (((77.7153834 12.9945418, 77.7153225 12.9942925, 77.7156669 12.9942127, 77.7157278 12.994462, 77.7153834 12.9945418)))",12.99437725,77.71552515
,apartments,C-Block,"MULTIPOLYGON (((77.7158849 12.9945016, 77.7160934 12.9944501, 77.7159111 12.9937493, 77.7157025 12.9938008, 77.7158849 12.9945016)))",12.994125423829917,77.7158979675781
,apartments,Block B,"MULTIPOLYGON (((77.7411903 12.9631966, 77.7415247 12.9631797, 77.7415769 12.9629701, 77.741162 12.9628622, 77.7411903 12.9631966)))",12.96304538064977,77.74135056971656
,apartments,Block A,"MULTIPOLYGON (((77.7411533 12.9627458, 77.7411403 12.9624981, 77.741642 12.9627309, 77.7415921 12.9629214, 77.7411533 12.9627458)))",12.962719274234573,77.74137698176042
,apartments,Sriven Solitaire,"MULTIPOLYGON (((77.742202 12.9590859, 77.7422309 12.9589015, 77.7427183 12.958974, 77.7426894 12.9591582, 77.742202 12.9590859)))",12.959029892635996,77.74246010707806
,apartments,Cascade,"MULTIPOLYGON (((77.746364 12.9615763, 77.7463695 12.9615229, 77.7464051 12.9615286, 77.7464185 12.9614233, 77.7466393 12.9614411, 77.7466369 12.9614704, 77.7466684 12.9614754, 77.7466625 12.9615295, 77.7466252 12.9615275, 77.7466269 12.9615558, 77.7466353 12.9615847, 77.7466939 12.9615869, 77.7466877 12.961639, 77.7466551 12.9616371, 77.7466524 12.9616757, 77.7465632 12.9616688, 77.7465678 12.9616331, 77.7465416 12.9616309, 77.7465384 12.9616629, 77.7465057 12.9616597, 77.7465126 12.9616124, 77.7464804 12.9616092, 77.7464786 12.9616247, 77.746391 12.9616178, 77.746395 12.961578, 77.746364 12.9615763)))",12.961544103746927,77.7465322388361
,apartments,Insular,"MULTIPOLYGON (((77.7460472 12.9626787, 77.746062 12.9626817, 77.7460552 12.9627135, 77.7460769 12.9627179, 77.746072 12.9627409, 77.7462912 12.9627852, 77.7462951 12.962767, 77.74632 12.962772, 77.74633 12.9627248, 77.7462731 12.9627134, 77.7462785 12.9626878, 77.7462569 12.9626835, 77.7462619 12.9626597, 77.7463663 12.9626804, 77.7463774 12.9626299, 77.746352 12.9626248, 77.7463585 12.9625942, 77.7462762 12.9625776, 77.7463057 12.9624387, 77.7462033 12.962418, 77.7461733 12.9625598, 77.7460727 12.9625395, 77.7460472 12.9626787)))",12.962624481200107,77.74620587189324
,yes,Museum of Art and Photography,"MULTIPOLYGON (((77.5967968 12.9747011, 77.5966569 12.9746233, 77.596693 12.9745617, 77.5968186 12.9743472, 77.5969585 12.9744251, 77.5967968 12.9747011)))",12.974524166814795,77.59680770644833
,yes,Anchor Hall,"MULTIPOLYGON (((77.5975564 12.9662311, 77.5974695 12.966233, 77.5973492 12.9662365, 77.597284 12.9663006, 77.597163 12.9663029, 77.5971648 12.9663951, 77.5973362 12.9663934, 77.5975619 12.9663857, 77.5975564 12.9662311)))",12.966322375437544,77.59738362585968
,office,GoodWorks CoWork,"MULTIPOLYGON (((77.7311115 12.9568381, 77.7310586 12.956664, 77.7309421 12.9566976, 77.730995 12.9568717, 77.7311115 12.9568381)))",12.956767849999999,77.7310268
,public,Karnataka Judicial Academy,"MULTIPOLYGON (((77.5824333 12.9850443, 77.5826971 12.9850344, 77.5827195 12.9856019, 77.5824557 12.9856118, 77.5824333 12.9850443)))",12.9853231,77.5825764
,retail,Shell Select,"MULTIPOLYGON (((77.7517691 12.9822846, 77.7518281 12.982274, 77.7518544 12.9824118, 77.7517954 12.9824225, 77.7517691 12.9822846)))",12.9823482292134,77.75181174723718
,apartments,Tower A,"MULTIPOLYGON (((77.5966979 12.972935, 77.596836 12.9728864, 77.5968731 12.9729865, 77.5969299 12.9729665, 77.5969747 12.9730874, 77.5969592 12.9730929, 77.5969202 12.9731066, 77.5969582 12.9732092, 77.5968178 12.9732587, 77.5966979 12.972935)))",12.973068207616246,77.59684027058131
,apartments,Tower C,"MULTIPOLYGON (((77.5972947 12.9730876, 77.5971561 12.9731364, 77.5971187 12.9730352, 77.5970822 12.973048, 77.5970622 12.973055, 77.597018 12.9729355, 77.5970729 12.9729162, 77.5970348 12.9728133, 77.5971748 12.972764, 77.5972947 12.9730876)))",12.972954529583545,77.5971524927547
,commercial,Canberra,"MULTIPOLYGON (((77.5964242 12.9717853, 77.5965581 12.9717271, 77.5965095 12.9716208, 77.5966978 12.9715375, 77.5966095 12.9713473, 77.5963562 12.9714591, 77.596322 12.9713855, 77.5959732 12.9715372, 77.5960079 12.9716119, 77.5960963 12.9718026, 77.5963759 12.9716799, 77.5964242 12.9717853)))",12.971574011547839,77.59633177535896
,office,Building 1,"MULTIPOLYGON (((77.710226 12.9736132, 77.7108472 12.9738213, 77.7107301 12.9741532, 77.7101089 12.973945, 77.710226 12.9736132)))",12.973883181079106,77.71047806345429
,commercial,Aleph Primero,"MULTIPOLYGON (((77.6456432 12.9704652, 77.6457849 12.9704691, 77.6457799 12.9706417, 77.6456382 12.9706378, 77.6456432 12.9704652)))",12.97055345,77.64571155
,apartments,Brigade Odessey,"MULTIPOLYGON (((77.602997 12.9670689, 77.6032645 12.9671927, 77.6033086 12.967102, 77.6030412 12.9669782, 77.602997 12.9670689)))",12.967085448009444,77.60315281459444
,hotel,Lotus Hotel,"MULTIPOLYGON (((77.6973784 12.9786821, 77.6973412 12.9785623, 77.6975734 12.9784939, 77.6976106 12.9786137, 77.6973784 12.9786821)))",12.978588,77.6974759
,residential,Stanza Living Seattle House,"MULTIPOLYGON (((77.6779938 12.9254566, 77.6783371 12.925454, 77.6783184 12.9251011, 77.6779657 12.925088, 77.6779938 12.9254566)))",12.925274181345165,77.67815245106993
,residential,Stanza Living Brussels House,"MULTIPOLYGON (((77.6780434 12.9257978, 77.6783278 12.9257416, 77.678376 12.9257024, 77.6783693 12.9254854, 77.6779885 12.9254802, 77.6780434 12.9257978)))",12.925621175752996,77.67818513471478
,residential,GE Clubhouse,"MULTIPOLYGON (((77.5399122 12.8578065, 77.5398191 12.8575852, 77.5401758 12.8575765, 77.5401902 12.8575875, 77.540195 12.8576895, 77.5401501 12.8577085, 77.5401567 12.8577339, 77.54001 12.8577918, 77.5399945 12.8577767, 77.5399122 12.8578065)))",12.857671913079857,77.54001338868396
,apartments,Tower B,"MULTIPOLYGON (((77.5393018 12.8585992, 77.539168 12.8582871, 77.5390826 12.8580863, 77.5393181 12.8579954, 77.5396139 12.8587229, 77.5393931 12.8588039, 77.5393018 12.8585992)))",12.858398253096091,77.53934966480075
,apartments,Tower A,"MULTIPOLYGON (((77.539244 12.8587103, 77.5390216 12.8588076, 77.538937 12.8586269, 77.5389878 12.8586045, 77.5389795 12.8585889, 77.5389328 12.8586083, 77.5389233 12.858595, 77.5388923 12.8586034, 77.538816 12.8584213, 77.5388497 12.8584012, 77.538783 12.8582357, 77.5388196 12.8581865, 77.5389603 12.8581332, 77.5389738 12.8581563, 77.5390069 12.8581379, 77.5390839 12.8583193, 77.5390454 12.8583411, 77.5391331 12.8585494, 77.5391605 12.8585366, 77.539244 12.8587103)))",12.858466826576391,77.53899475951266
,apartments,Tower P,"MULTIPOLYGON (((77.5392305 12.857914, 77.5388264 12.8580833, 77.538743 12.8578782, 77.5391537 12.8577024, 77.5392305 12.857914)))",12.857893921651542,77.53898879092529
,apartments,Tower C,"MULTIPOLYGON (((77.5399682 12.8586443, 77.5401864 12.8585491, 77.5399428 12.8579508, 77.5397069 12.8580435, 77.5399682 12.8586443)))",12.858293914543452,77.53994949736997
,apartments,Tower D,"MULTIPOLYGON (((77.5403168 12.8585719, 77.5400649 12.8579777, 77.5402748 12.8578743, 77.5405441 12.8584806, 77.5403168 12.8585719)))",12.85822822934361,77.54030166598686
,apartments,Tower E,"MULTIPOLYGON (((77.5405892 12.8584138, 77.5405647 12.8583575, 77.5406143 12.8583372, 77.540552 12.8581786, 77.5405058 12.8582047, 77.5404766 12.8581311, 77.540518 12.8580671, 77.5408003 12.8579603, 77.5408613 12.8579818, 77.540887 12.8580398, 77.5408566 12.8580556, 77.5408393 12.8580564, 77.5409093 12.8582257, 77.5409585 12.8582047, 77.5409765 12.8582556, 77.54096 12.8582631, 77.5409692 12.8582854, 77.5409369 12.8582983, 77.5409411 12.8583063, 77.5409195 12.858316, 77.540908 12.8583045, 77.5408834 12.8583139, 77.5408871 12.8583247, 77.5408584 12.8583367, 77.5408679 12.858356, 77.5408171 12.8583799, 77.5408121 12.8583707, 77.540794 12.8583768, 77.5407928 12.8583919, 77.5407485 12.8584049, 77.5407371 12.8583858, 77.5407068 12.8583963, 77.5407033 12.858388, 77.540678 12.8583978, 77.5406827 12.858412, 77.5406591 12.8584254, 77.5406421 12.8584183, 77.5406202 12.8584278, 77.5405892 12.8584138)))",12.858193516426292,77.54072387164706
,apartments,Tower N,"MULTIPOLYGON (((77.5395953 12.8578979, 77.5392776 12.8571413, 77.5395018 12.8570446, 77.5396455 12.8573967, 77.5396315 12.8574036, 77.5396511 12.8574532, 77.5396696 12.8574536, 77.539699 12.8575356, 77.539746 12.8576295, 77.5398253 12.8578057, 77.5397935 12.85782, 77.5398025 12.8578408, 77.539703 12.8578796, 77.5396373 12.8579052, 77.5396296 12.8578848, 77.5395953 12.8578979)))",12.857481604948736,77.53955148062543
,apartments,Tower K,"MULTIPOLYGON (((77.5406494 12.857496, 77.5408514 12.8574129, 77.540552 12.8567532, 77.540496 12.8567413, 77.5403621 12.8568125, 77.5403423 12.8568472, 77.5404385 12.8570494, 77.5406494 12.857496)))",12.857113293276141,77.54059271557242
,apartments,Tower L,"MULTIPOLYGON (((77.5403283 12.8576357, 77.5399903 12.8569286, 77.5400211 12.8569166, 77.5400106 12.8568925, 77.5401644 12.8568254, 77.5401795 12.8568494, 77.5402087 12.8568301, 77.5405549 12.8575384, 77.5405279 12.8575465, 77.5405403 12.8575688, 77.5403741 12.8576417, 77.5403658 12.8576215, 77.5403283 12.8576357)))",12.857235217234683,77.54027162224847
,apartments,Tower J,"MULTIPOLYGON (((77.5408599 12.8571517, 77.5408395 12.8571572, 77.5408144 12.8570993, 77.5408607 12.8570792, 77.5408291 12.8569972, 77.5407809 12.8570176, 77.5407535 12.8569604, 77.5407728 12.8569495, 77.540763 12.856929, 77.5407921 12.8569188, 77.5407905 12.856907, 77.5410835 12.8567821, 77.5411167 12.8567923, 77.5411562 12.8568591, 77.541117 12.8568782, 77.5411356 12.8569158, 77.5411411 12.8569333, 77.5411675 12.8569346, 77.5411978 12.8569367, 77.541219 12.8569959, 77.5412054 12.8570009, 77.5412135 12.857027, 77.5411876 12.8570352, 77.5411931 12.8570509, 77.5411663 12.8570595, 77.5411611 12.8570471, 77.5411036 12.8570696, 77.5411136 12.8570952, 77.5409948 12.8571465, 77.5409854 12.8571188, 77.5409271 12.8571443, 77.5409345 12.8571631, 77.5409102 12.8571718, 77.5409018 12.8571584, 77.5408734 12.8571725, 77.5408599 12.8571517)))",12.856978795282433,77.5409894729634
,apartments,Tower M,"MULTIPOLYGON (((77.5399075 12.8574764, 77.5400278 12.8574238, 77.5400198 12.8574066, 77.5401306 12.8573541, 77.5401469 12.8573229, 77.5401229 12.8572732, 77.5400756 12.8572918, 77.5400291 12.8571872, 77.540003 12.857157, 77.5399886 12.8571267, 77.5400378 12.8571116, 77.5400187 12.85705, 77.5399915 12.8570635, 77.539986 12.8570355, 77.5399529 12.8570299, 77.5399335 12.8570433, 77.5399336 12.8570659, 77.5398695 12.857088, 77.5398554 12.8570673, 77.5397453 12.8571088, 77.5397566 12.8571374, 77.5396834 12.857165, 77.5396735 12.8571461, 77.5396633 12.8571503, 77.5396693 12.8571684, 77.5396392 12.857178, 77.5396455 12.8572021, 77.5396256 12.8572088, 77.5396513 12.8572672, 77.5397148 12.8572354, 77.5397203 12.8572486, 77.5397025 12.8572566, 77.5397109 12.8572787, 77.5397304 12.8572988, 77.5397666 12.8573818, 77.5397783 12.8573898, 77.5397949 12.8574138, 77.5397736 12.8574295, 77.539731 12.8574388, 77.5397485 12.8574843, 77.5397709 12.8574752, 77.5397814 12.8574955, 77.5398075 12.8574868, 77.5398135 12.8574927, 77.5398443 12.8574838, 77.5398396 12.8574697, 77.5398651 12.8574585, 77.5398712 12.857468, 77.5398984 12.8574526, 77.5399075 12.8574764)))",12.85726719890009,77.53988828052475
,apartments,Anand Aster,"MULTIPOLYGON (((77.5429891 12.8737437, 77.5432111 12.8736949, 77.5431343 12.8733954, 77.5429574 12.8734328, 77.5429424 12.8733872, 77.5428338 12.8733938, 77.5428255 12.8734149, 77.5428305 12.8734605, 77.5428472 12.8734703, 77.5429223 12.8734605, 77.5429407 12.873563, 77.5429574 12.8735646, 77.5429891 12.8737437)))",12.873553265916481,77.54304477324169
,apartments,Tower B,"MULTIPOLYGON (((77.7459576 12.9299768, 77.7459379 12.9298046, 77.745868 12.9298163, 77.7458066 12.9296242, 77.7456206 12.9296881, 77.7456647 12.9298226, 77.7457013 12.9300446, 77.7457092 12.9300434, 77.7457119 12.9300596, 77.7457895 12.9300457, 77.7457824 12.9300082, 77.7459576 12.9299768)))",12.929846208372924,77.74578292687686
,apartments,Tower C,"MULTIPOLYGON (((77.7454417 12.9290606, 77.7454417 12.9292042, 77.7454602 12.9293324, 77.7456206 12.9296881, 77.7458066 12.9296242, 77.7457339 12.9294645, 77.7457965 12.9294374, 77.7457764 12.9292647, 77.7456448 12.9293109, 77.7456404 12.9290676, 77.7454417 12.9290606)))",12.929365239402411,77.74561383808874
,apartments,Tower E,"MULTIPOLYGON (((77.7454501 12.9285532, 77.7454759 12.9286917, 77.7454417 12.9290606, 77.7456404 12.9290676, 77.7456684 12.9289043, 77.7457289 12.9289059, 77.7457369 12.9287308, 77.7456828 12.9287289, 77.7456481 12.9285194, 77.7454501 12.9285532)))",12.928802504360243,77.74557594693775
,construction,Candeur Signature Block 4,"MULTIPOLYGON (((77.743952 12.9319724, 77.7442277 12.9318516, 77.7440948 12.9315635, 77.7438191 12.9316843, 77.743952 12.9319724)))",12.93176795,77.74402339999999
,apartments,Candeur Signature Block 3,"MULTIPOLYGON (((77.7435391 12.9307433, 77.7434883 12.930621, 77.7430819 12.9307815, 77.7431691 12.9309912, 77.743543 12.9308434, 77.7436548 12.9311122, 77.7439632 12.9309904, 77.7438151 12.9306343, 77.7435391 12.9307433)))",12.930844652161058,77.74355770369624
,apartments,Candeur Signature Block 2,"MULTIPOLYGON (((77.7430031 12.9300433, 77.7429551 12.9299239, 77.7425479 12.9300792, 77.7426317 12.9302879, 77.7430098 12.9301437, 77.7431175 12.9304118, 77.743208 12.9303773, 77.7434169 12.9302976, 77.7432734 12.9299402, 77.7430847 12.9300122, 77.7430031 12.9300433)))",12.930145681481928,77.74301763824955
,apartments,Tower I,"MULTIPOLYGON (((77.5408693 12.8562084, 77.5407033 12.856281, 77.5406968 12.8562731, 77.5406638 12.8562881, 77.5406485 12.8563053, 77.5405294 12.8563556, 77.5405253 12.8563454, 77.5404859 12.8563619, 77.5404899 12.8563744, 77.5403255 12.8564361, 77.5402384 12.8562183, 77.5409489 12.8559292, 77.5409667 12.855968, 77.5409439 12.8559799, 77.5411343 12.8564421, 77.5410946 12.8564584, 77.5411091 12.8564906, 77.541147 12.856479, 77.5412196 12.8566558, 77.5410046 12.8567473, 77.5409243 12.8565735, 77.5409715 12.8565506, 77.5409577 12.8565173, 77.5409111 12.856539, 77.5408321 12.8563603, 77.5408821 12.8563376, 77.5409119 12.8563452, 77.5409397 12.856357, 77.5409806 12.8564561, 77.5410577 12.8566451, 77.5411157 12.8566199, 77.5410807 12.8565388, 77.5410353 12.8564315, 77.5410069 12.8564162, 77.5409511 12.8562716, 77.540977 12.8562372, 77.5409676 12.8562225, 77.5409855 12.8562096, 77.5409732 12.8561848, 77.5409544 12.8561949, 77.540943 12.8561774, 77.5409232 12.8561885, 77.5409015 12.8561351, 77.5408865 12.8561425, 77.540877 12.8561278, 77.5408817 12.8561122, 77.5408667 12.8560735, 77.5408318 12.8560873, 77.5408176 12.8560478, 77.5407639 12.8560717, 77.5407733 12.856091, 77.5407252 12.8561149, 77.5407393 12.8561425, 77.540711 12.8561535, 77.5407035 12.856137, 77.5406922 12.8561397, 77.5406884 12.8561305, 77.5406488 12.8561471, 77.5406413 12.8561269, 77.5405837 12.8561554, 77.5405941 12.8561719, 77.5405479 12.8561949, 77.5404753 12.8562243, 77.5404687 12.8562142, 77.5404366 12.8562289, 77.5403876 12.8562455, 77.5403951 12.8562657, 77.5403429 12.856289, 77.5403604 12.8563321, 77.5403891 12.8563216, 77.5404926 12.8562776, 77.5404809 12.8562501, 77.5405624 12.8562161, 77.5406149 12.8561934, 77.5406323 12.856225, 77.5406549 12.8562263, 77.5406662 12.8562383, 77.5406907 12.856229, 77.5406849 12.8562106, 77.5407007 12.8562062, 77.5406934 12.8561875, 77.5407128 12.8561802, 77.5407289 12.8561965, 77.5407542 12.8561864, 77.5407652 12.8561707, 77.5407546 12.8561445, 77.5407955 12.8561245, 77.5408051 12.8561504, 77.5408245 12.8561575, 77.5408498 12.8561675, 77.5408693 12.8562084)))",12.856301450355224,77.54077885123193
,office,Bagmane Angkor East,"MULTIPOLYGON (((77.7039683 12.9877023, 77.7039008 12.9873812, 77.7040279 12.9873619, 77.704016 12.9869635, 77.7044328 12.9868552, 77.7044209 12.9876056, 77.7039683 12.9877023)))",12.98729680972106,77.7042033041914
,office,Bagmane Angkor West,"MULTIPOLYGON (((77.7037729 12.9877338, 77.7036522 12.9871413, 77.7032701 12.9872151, 77.7033907 12.9878077, 77.7037729 12.9877338)))",12.987474490769738,77.70352147387513
,yes,Gremot Mobility,"MULTIPOLYGON (((77.706238 12.9901069, 77.7062515 12.9900302, 77.7063926 12.9900537, 77.7063791 12.9901304, 77.706238 12.9901069)))",12.990080299999999,77.7063153
,apartments,Mahaveer Promenade,"MULTIPOLYGON (((77.7388354 13.0071829, 77.7390473 13.0071868, 77.7390419 13.0074155, 77.7406405 13.0078232, 77.7406324 13.0079369, 77.7401966 13.0078872, 77.7388407 13.0075592, 77.7388354 13.0071829)))",13.007624323469857,77.73960040125225
,yes,Settl Norcia,"MULTIPOLYGON (((77.6283988 12.9403028, 77.6284129 12.9402278, 77.6285292 12.9402486, 77.6285151 12.9403236, 77.6283988 12.9403028)))",12.9402757,77.62846400000001
,apartments,Mayflower Classic Apartment,"MULTIPOLYGON (((77.6556868 12.9600745, 77.6556823 12.9599912, 77.655661 12.9599923, 77.6556581 12.9599391, 77.6556421 12.95994, 77.6556386 12.9598755, 77.6556291 12.959876, 77.6556234 12.9597723, 77.6558631 12.9597598, 77.6558798 12.9600645, 77.6556868 12.9600745)))",12.959910803317767,77.65576001759952
,yes,Kumara Park BWSSB Service Station,"MULTIPOLYGON (((77.578505 12.9902058, 77.5782529 12.9897614, 77.5781228 12.9898281, 77.5781657 12.9899862, 77.5779638 12.990047, 77.5780624 12.9903652, 77.578505 12.9902058)))",12.990095863576496,77.57822054284406
,office,Tower 2,"MULTIPOLYGON (((77.7501718 12.9849121, 77.7502783 12.9851888, 77.751602 12.9847136, 77.7514973 12.9844365, 77.7501718 12.9849121)))",12.984812751042126,77.75088725232352
,office,Helium,"MULTIPOLYGON (((77.7074987 12.9700139, 77.7075713 12.9699714, 77.7075936 12.9700074, 77.7076463 12.9699765, 77.7076831 12.9700361, 77.7079044 12.9699063, 77.7072674 12.9688751, 77.7072005 12.9689143, 77.7071762 12.9688749, 77.7071271 12.9689037, 77.7070875 12.9688396, 77.7068572 12.9689746, 77.7074987 12.9700139)))",12.96944058798228,77.7073806037305
pharmacy,yes,Apollo Pharmacy,"MULTIPOLYGON (((77.7170984 12.9559374, 77.7170993 12.9558795, 77.7171395 12.95588, 77.7171387 12.955938, 77.7170984 12.9559374)))",12.955908737249468,77.71711898052926
,yes,Block 1,"MULTIPOLYGON (((77.6051838 13.069016, 77.6052137 13.0693608, 77.6054363 13.0693425, 77.6054064 13.0689977, 77.6051838 13.069016)))",13.069179250000001,77.60531005000001
,yes,Block 2,"MULTIPOLYGON (((77.6052187 13.0693883, 77.6052486 13.0697331, 77.6054712 13.0697148, 77.6054413 13.06937, 77.6052187 13.0693883)))",13.069551549999998,77.60534495
,yes,Block 3,"MULTIPOLYGON (((77.6055029 13.0697743, 77.605857 13.0697456, 77.6058384 13.0695287, 77.6054844 13.0695575, 77.6055029 13.0697743)))",13.069651528448912,77.60567069000565
,yes,Block 4,"MULTIPOLYGON (((77.6058784 13.069743, 77.6062325 13.0697142, 77.6062139 13.0694974, 77.6058599 13.0695261, 77.6058784 13.069743)))",13.069620181510542,77.60604616305598
,yes,Block 5,"MULTIPOLYGON (((77.6066875 13.069612, 77.6070415 13.0695832, 77.607023 13.0693664, 77.6066689 13.0693951, 77.6066875 13.069612)))",13.069489171551089,77.60685520999435
,yes,Brundavan PG for Gents,"MULTIPOLYGON (((77.7151117 12.973712, 77.7151101 12.9736047, 77.7149745 12.9736067, 77.7149761 12.973714, 77.7151117 12.973712)))",12.973659349999998,77.7150431
,yes,Sri Krishna Co-Living,"MULTIPOLYGON (((77.7152447 12.9738164, 77.7152443 12.9735986, 77.7151157 12.9735988, 77.7151161 12.9738166, 77.7152447 12.9738164)))",12.973707600000003,77.71518019999999
,yes,V&C Heights,"MULTIPOLYGON (((77.7153824 12.9737847, 77.7153779 12.9735906, 77.7152551 12.9735933, 77.7152596 12.9737874, 77.7153824 12.9737847)))",12.973689,77.71531875
,apartments,Divya Residency,"MULTIPOLYGON (((77.7148718 12.9730874, 77.7148634 12.9729765, 77.7147374 12.9729856, 77.7147458 12.9730965, 77.7148718 12.9730874)))",12.9730365,77.7148046
,apartments,Brooklyn Residency,"MULTIPOLYGON (((77.7148612 12.9733224, 77.7148595 12.9731036, 77.7147525 12.9731044, 77.7147541 12.9733231, 77.7148612 12.9733224)))",12.973213391870543,77.71480682923392
,yes,SLNS PG,"MULTIPOLYGON (((77.7148783 12.9735376, 77.7148761 12.9734631, 77.7147456 12.9734666, 77.7147478 12.9735412, 77.7148783 12.9735376)))",12.973502125536879,77.71481193542832
,apartments,SD Comforts Studio Rooms,"MULTIPOLYGON (((77.7148764 12.9736252, 77.7148739 12.9735407, 77.7147426 12.9735444, 77.7147451 12.9736289, 77.7148764 12.9736252)))",12.9735848,77.71480949999999
,yes,Nivanshi Reddy PG for Gents,"MULTIPOLYGON (((77.714885 12.9734595, 77.7148827 12.9733818, 77.7147509 12.9733856, 77.7147533 12.9734633, 77.714885 12.9734595)))",12.973422545101418,77.7148179744443
,office,Acacia,"MULTIPOLYGON (((77.6185639 13.0507197, 77.6191117 13.0507179, 77.6191101 13.0502724, 77.6185623 13.0502742, 77.6185639 13.0507197)))",13.050496050000001,77.618837
,commercial,Chaman Business Centre,"MULTIPOLYGON (((77.5949974 12.986534, 77.5951695 12.9864357, 77.5952607 12.9865075, 77.5950785 12.9867095, 77.595014 12.9866554, 77.5950287 12.9866408, 77.5949974 12.986534)))",12.986561440905927,77.59511591423502
restaurant,yes,Haveli,"MULTIPOLYGON (((77.6523184 12.9523882, 77.6522646 12.9522391, 77.6523396 12.952217, 77.6523934 12.9523676, 77.6523184 12.9523882)))",12.952302877489672,77.65232902755385
,university,Rooh,"MULTIPOLYGON (((77.5912564 13.1258441, 77.5912557 13.1259381, 77.591255 13.1260289, 77.5912544 13.1261016, 77.5911187 13.1261006, 77.5909965 13.1260997, 77.5909985 13.1258356, 77.5912564 13.1258441)))",13.125970235590763,77.59112591714361
,university,Rizaq,"MULTIPOLYGON (((77.5913952 13.1253803, 77.5914054 13.1253134, 77.5913918 13.1253109, 77.5913755 13.1253079, 77.5913648 13.1253629, 77.5912054 13.1253335, 77.5911945 13.1253896, 77.5909282 13.1253404, 77.5909734 13.1251086, 77.5911462 13.1251405, 77.5914234 13.1251917, 77.5914135 13.1252422, 77.5914537 13.1252497, 77.5914463 13.1252874, 77.5914687 13.1252767, 77.591489 13.1253223, 77.5914759 13.1253278, 77.5915023 13.1253869, 77.5914167 13.125428, 77.5913952 13.1253803)))",13.125262561903382,77.59119230074771
,university,Rta,"MULTIPOLYGON (((77.5913959 13.1261581, 77.5914755 13.1261425, 77.5915255 13.1261327, 77.5916661 13.126105, 77.5916811 13.1261773, 77.5916845 13.126194, 77.59169 13.126193, 77.5917799 13.1261753, 77.591812 13.1263301, 77.5914535 13.1264006, 77.5913959 13.1261581)))",13.126254369653036,77.59159313385587
,university,Academic Block 4,"MULTIPOLYGON (((77.5901786 13.125547, 77.5906512 13.1256358, 77.5906936 13.1254221, 77.590511 13.1253877, 77.5905328 13.1252778, 77.5907154 13.1253121, 77.5907566 13.1251042, 77.590284 13.1250153, 77.5902428 13.1252233, 77.5904496 13.1252621, 77.5904278 13.1253721, 77.590221 13.1253332, 77.5901786 13.125547)))",13.125326273307126,77.59046801328192
,construction,Academic Block 5,"MULTIPOLYGON (((77.5895368 13.1254514, 77.5900094 13.1255403, 77.5900518 13.1253265, 77.5898692 13.1252922, 77.589891 13.1251822, 77.5900736 13.1252165, 77.5901148 13.1250086, 77.5896422 13.1249197, 77.589601 13.1251277, 77.5898077 13.1251665, 77.5897859 13.1252765, 77.5895792 13.1252376, 77.5895368 13.1254514)))",13.125230701828741,77.58982621259263
